Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Slowking (Galarian),56.6,199,poison,psychic,67.7,67.7,80,367175,7,499,Acid,Future Sight,Psyshock,9,5,3,50000
Aerodactyl (Mega),56.4,142,rock,flying,83.7,61.5,56,288472,4.5,491,Bite,Ancient Power,Earth Power,23,28,5,75000
Charmeleon (Shadow),56.4,5,fire,none,73.8,63.9,72,339665,11.5,500,Ember,Fire Punch,Flamethrower,5,7,3,10000
Heracross (Mega),56.4,214,bug,fighting,89,60.6,52,280453,4,500,Counter,Close Combat,Earthquake,8,11,3,50000
Lokix,56.4,920,bug,dark,77.7,59.3,70,322354,8,500,Bug Bite,Bug Buzz,Dark Pulse,20,17,1,50000
Natu,56.4,177,psychic,flying,77.1,57.6,73,324041,17.5,500,Peck,Drill Peck,Night Shade,5,6,3,50000
Purrloin,56.4,509,dark,none,68.8,59.4,89,363532,25.5,500,Scratch,Dark Pulse,Night Slash,25,18,1,10000
Torterra,56.4,389,grass,ground,69.1,67.8,77,360539,6.5,500,Bite,Earthquake,Frenzy Plant,33,23,3,10000
Boldore,56.3,525,rock,none,72.4,64.6,74,345730,9.5,500,Mud Slap,Bulldoze,Rock Slide,5,5,3,50000
Arbok,56.1,24,poison,none,72.2,68.4,70,346149,10,500,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Fletchinder (Shadow),56.1,662,fire,flying,71.8,58.3,83,347197,13,500,Ember,Aerial Ace,Flame Charge,5,6,1,10000
Typhlosion (Hisuian),56.1,157,fire,ghost,81.2,59.4,64,308469,6.5,500,Ember,Fire Punch,Night Shade,5,5,3,10000
Sneasler,56,903,fighting,poison,84.4,55.5,63,295522,6,500,Poison Jab,Aerial Ace,Close Combat,7,7,5,75000
Snorunt (Shadow),56,361,ice,none,62,68.9,94,401875,22,500,Hex,Avalanche,Frustration,4,6,3,50000
Tranquill,56,520,normal,flying,71.8,58.3,83,347197,13,500,Air Slash,Aerial Ace,Heat Wave,5,9,1,10000
Galvantula,55.8,596,bug,electric,79.5,55.4,71,312679,8.5,500,Fury Cutter,Bug Buzz,Cross Poison,15,9,3,50000
Haunter (Shadow),55.8,93,ghost,poison,93.8,49.8,57,265881,9.5,499,Astonish,Dark Pulse,Frustration,5,7,3,50000
Pinsir,55.8,127,bug,none,81.2,65.4,58,307979,6.5,500,Bug Bite,Close Combat,Submission,15,17,5,75000
Seedot (Shadow),55.8,273,grass,none,58.2,71.4,103,428038,37.5,499,Bullet Seed,Foul Play,Grass Knot,4,4,3,50000
Tyrogue,55.8,236,fighting,none,59.7,66.4,105,415856,50,498,Rock Smash,Brick Break,Low Sweep,6,6,5,10000
Doduo,55.7,84,normal,flying,86.3,51.5,65,288975,15.5,500,Peck,Aerial Ace,Brave Bird,6,7,3,50000
Farfetch'd (Galarian),55.7,83,fighting,none,79.8,56.7,69,312140,11,499,Fury Cutter,Brave Bird,Brick Break,14,10,3,50000
Avalugg (Hisuian),55.5,713,ice,rock,68.3,76.8,70,367014,5.5,500,Bite,Blizzard,Crunch,38,23,3,50000
Clawitzer,55.5,693,water,none,78.6,64.3,63,318069,7,500,Smack Down,Crabhammer,Dark Pulse,7,7,3,50000
Magnemite,55.5,81,electric,steel,84.4,66.3,53,296515,13.5,500,Metal Sound,Discharge,Magnet Bomb,5,6,3,50000
Paras,55.5,46,bug,grass,72.8,65.2,72,341761,19,499,Bug Bite,X-Scissor,Cross Poison,14,12,3,50000
Pikachu (Libre),55.5,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Flying Press,Play Rough,5,8,1,10000
Salazzle,55.5,758,poison,fire,84.5,52.6,66,292943,7.5,499,Incinerate,Dragon Pulse,Fire Blast,3,4,3,50000
Dragapult,55.2,887,dragon,ghost,82.6,56.3,65,302483,5.5,500,Astonish,Breaking Swipe,Dragon Pulse,5,6,5,75000
Kingdra,55.2,230,water,dragon,71.2,72.3,68,350178,7,499,Dragon Breath,Blizzard,Hydro Pump,19,19,3,50000
Linoone (Galarian),55.2,264,dark,normal,66.1,63.4,90,377602,11.5,500,Lick,Body Slam,Dig,12,17,1,10000
Unfezant,55.2,521,normal,flying,80.3,54.5,71,310664,7,500,Air Slash,Heat Wave,Hyper Beam,9,9,1,10000
Girafarig (Shadow),55.1,203,normal,psychic,75.1,59.1,74,328724,9,499,Confusion,Frustration,Mirror Coat,5,4,3,50000
Seaking,55.1,119,water,none,70.9,62.8,79,351839,8.5,499,Peck,Drill Run,Ice Beam,6,7,3,50000
Gothita,54.9,574,psychic,none,61.7,76.8,85,402792,20.5,499,Confusion,Psybeam,Psychic,5,4,3,50000
Leavanny,54.9,542,bug,grass,75.8,63.1,69,329655,7.5,500,Bug Bite,Leaf Blade,Leaf Storm,12,19,1,10000
Stoutland,54.9,508,normal,none,72.8,66.1,71,341529,6.5,499,Ice Fang,Crunch,Play Rough,8,10,1,10000
Vikavolt,54.9,738,bug,electric,84.1,55.5,63,294398,6,499,Bug Bite,Crunch,Discharge,15,14,1,10000
Boldore (Shadow),54.8,525,rock,none,73.2,62.1,75,340840,9.5,500,Mud Slap,Bulldoze,Frustration,5,7,3,50000
Cinccino,54.8,573,normal,none,78.3,55,74,318876,8.5,499,Charm,Aqua Tail,Hyper Beam,5,10,3,50000
Dudunsparce,54.8,982,normal,none,67,57.3,97,372475,7,499,Astonish,Dig,Drill Run,5,5,3,50000
Empoleon,54.8,395,water,steel,72.5,67.1,71,345132,6.5,500,Metal Claw,Blizzard,Drill Peck,11,6,3,10000
Genesect,54.8,649,bug,steel,80.8,65.2,57,300237,5.5,493,Fury Cutter,Hyper Beam,Magnet Bomb,20,12,20,100000
Pangoro,54.8,675,fighting,dark,77.8,53.7,77,321619,6.5,500,Bullet Punch,Close Combat,Iron Head,7,8,3,50000
Pikachu (Rock Star),54.8,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Meteor Mash,Play Rough,7,8,1,10000
Seismitoad,54.8,537,water,ground,69.6,58,89,359191,7.5,500,Bubble,Earth Power,Muddy Water,5,4,3,50000
Slowking,54.8,199,water,psychic,65.6,70,83,380916,7.5,499,Confusion,Blizzard,Fire Blast,6,6,3,50000
Zygarde (10% Forme),54.8,718,dragon,ground,79.7,66.7,57,303131,7.5,494,Bite,Bulldoze,Crunch,23,23,20,100000
Claydol,54.6,344,ground,psychic,60,99.9,69,413905,9.5,500,Confusion,Earthquake,Earth Power,5,4,3,50000
Cradily,54.6,346,rock,grass,61.2,80.2,83,407808,8.5,500,Acid,Bulldoze,Grass Knot,6,7,3,50000
Donphan,54.6,232,ground,none,73.1,64.1,73,342023,6.5,500,Charm,Body Slam,Earthquake,5,9,3,50000
Raikou,54.6,243,electric,none,75.3,64.3,67,324216,5.5,496,Thunder Shock,Aura Sphere,Shadow Ball,5,7,20,100000
Lillipup,54.5,506,normal,none,68.6,61.8,86,364556,21,500,Sand Attack,Dig,Rock Tomb,13,13,1,10000
Wyrdeer,54.5,899,normal,psychic,73.3,55.9,83,340093,7,499,Confusion,Megahorn,Psychic,4,4,5,75000
Heliolisk,54.3,695,electric,normal,80.8,63.8,60,309374,7.5,500,Mud Slap,Breaking Swipe,Bulldoze,5,5,3,50000
Brionne,54.2,729,water,none,72.7,66.3,71,342247,10,500,Charm,Aqua Jet,Disarming Voice,5,6,3,10000
Natu (Shadow),54.2,177,psychic,flying,77.1,57.6,73,324041,17.5,500,Peck,Drill Peck,Frustration,5,9,3,50000
Rookidee,54.2,821,flying,none,66.8,58.8,95,372702,29.5,498,Air Slash,Payback,Sky Attack,7,6,1,10000
Corvisquire,54,822,flying,none,66.5,62.5,90,373851,14,499,Air Slash,Payback,Sky Attack,7,6,1,10000
Liepard,54,510,dark,none,81.5,50.7,74,305931,10,500,Charm,Dark Pulse,Gunk Shot,7,10,1,10000
Lopunny,54,428,normal,none,64.7,83.5,71,383795,9,498,Double Kick,Fire Punch,Focus Blast,4,7,3,50000
Pikachu (Pop Star),54,25,electric,none,70.2,67.1,75,353264,20.5,499,Charm,Draining Kiss,Play Rough,7,8,1,10000
Pinsir (Mega),54,127,bug,flying,87.5,67.3,48,282708,4.5,498,Bug Bite,Close Combat,Submission,15,17,5,75000
Victreebel,54,71,grass,poison,79.2,53.3,75,316403,8,500,Acid,Acid Spray,Leaf Blade,6,5,3,50000
Malamar (Shadow),53.9,687,dark,psychic,67.9,67.2,80,364947,8,499,Peck,Foul Play,Frustration,5,9,3,50000
Cursola,53.7,864,ghost,none,85.7,62.9,54,291345,6,500,Astonish,Night Shade,Power Gem,5,5,3,50000
Linoone (Galarian) (Shadow),53.7,264,dark,normal,66.1,63.4,90,377602,11.5,500,Lick,Body Slam,Dig,12,17,1,10000
Parasect,53.7,47,bug,grass,71.4,68,71,344845,10,499,Bug Bite,Cross Poison,Solar Beam,12,27,3,50000
Starly,53.7,396,normal,flying,73.6,49.7,93,340252,27.5,500,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Sudowoodo (Shadow),53.7,185,rock,none,68.3,75.5,71,366350,9,500,Counter,Earthquake,Frustration,11,12,5,75000
Tauros (Blaze),53.7,128,fighting,fire,74.1,69.8,65,336211,6.5,499,Double Kick,Earthquake,Flame Charge,6,5,3,50000
Whismur (Shadow),53.7,293,normal,none,69.9,40.7,126,357978,28.5,500,Astonish,Disarming Voice,Flamethrower,5,6,1,10000
Anorith (Shadow),53.6,347,rock,bug,84.7,52.8,66,294906,12,500,Scratch,Ancient Power,Aqua Jet,23,20,3,50000
Dhelmise,53.6,781,ghost,grass,79.5,64.7,61,313963,6.5,499,Astonish,Heavy Slam,Power Whip,5,5,5,50000
Dreepy,53.6,885,dragon,ghost,80.8,50.8,75,307700,25,500,Astonish,Struggle,,10,0,5,75000
Exploud (Shadow),53.6,295,normal,none,68.7,57,92,360322,8,499,Astonish,Boomburst,Crunch,7,5,1,10000
Minun,53.6,312,electric,none,67.8,72.2,75,367247,11,500,Quick Attack,Discharge,Grass Knot,5,7,3,50000
Mr. Mime,53.6,122,psychic,fairy,76,82.9,52,327660,8.5,500,Confusion,Psybeam,Psychic,5,4,5,75000
Perrserker,53.6,863,steel,none,75,64.5,69,334207,8,500,Metal Claw,Close Combat,Foul Play,7,6,3,50000
Poliwag (Shadow),53.6,60,water,none,68,61.5,87,363932,23.5,498,Mud Shot,Body Slam,Mud Bomb,5,5,3,50000
Staravia,53.6,397,normal,flying,74.3,55.4,81,333573,14.5,498,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Trevenant,53.6,709,ghost,grass,74.3,58.7,77,335950,7.5,500,Shadow Claw,Foul Play,Seed Bomb,5,5,5,75000
Diggersby (Shadow),53.4,660,normal,ground,55.9,80.9,99,447640,13,500,Mud Shot,Dig,Earthquake,7,9,1,10000
Gothorita,53.4,575,psychic,none,65.3,75,78,381604,12,499,Confusion,Future Sight,Psybeam,5,5,3,50000
Makuhita (Shadow),53.4,296,fighting,none,67.3,44.7,123,370148,23.5,499,Rock Smash,Cross Chop,Frustration,5,10,3,50000
Eelektrik,53.3,603,electric,none,70.9,64.3,77,350749,11,498,Acid,Crunch,Discharge,6,5,1,10000
Espurr,53.3,677,psychic,none,65.2,66.7,88,382900,15,500,Confusion,Energy Ball,Psychic,4,4,3,50000
Mime (Jr),53.3,439,psychic,fairy,72.7,85.9,55,343588,17,500,Confusion,Psybeam,Psychic,5,4,5,10000
Nidorino (Shadow),53.3,33,poison,none,69.2,61.8,83,355284,13.5,498,Poison Jab,Dig,Frustration,8,10,3,50000
Polteageist,53.3,855,ghost,none,84.1,65.2,54,296100,6,500,Astonish,Dark Pulse,Psychic,5,6,3,50000
Aipom,53.1,190,normal,none,70.5,63.5,79,353463,14,500,Astonish,Aerial Ace,Low Sweep,5,4,3,50000
Arbok (Shadow),53.1,24,poison,none,72.2,68.4,70,346149,10,500,Acid,Acid Spray,Dark Pulse,6,7,3,50000
Gastly (Shadow),53.1,92,ghost,poison,98.8,42.4,60,251560,15,498,Astonish,Dark Pulse,Frustration,5,7,3,50000
Sableye (Shadow),53.1,302,dark,ghost,69.8,70.8,72,356077,13,499,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Woobat,53.1,527,psychic,flying,64.6,58.2,102,383871,19,499,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Drampa,53,780,normal,dragon,78.8,59.7,67,315359,6.5,500,Dragon Breath,Dragon Pulse,Fly,14,12,5,75000
Gible (Shadow),53,443,dragon,ground,71.5,53.1,92,349367,17.5,500,Mud Shot,Body Slam,Dig,5,7,5,75000
Carnivine,52.8,455,grass,none,75.6,58.1,75,329562,8.5,499,Bite,Crunch,Energy Ball,23,28,5,75000
Giratina (Origin),52.8,487,ghost,dragon,69.7,57.8,86,346025,5,493,Dragon Tail,Dragon Pulse,Ominous Wind,5,4,20,100000
Noivern,52.8,715,flying,dragon,73,66,71,342016,7,500,Air Slash,Boomburst,Draco Meteor,8,8,5,75000
Oricorio (Sensu),52.8,741,ghost,flying,75.8,59.7,73,330126,8,500,Air Slash,Aerial Ace,Air Cutter,5,4,3,75000
Gigalith,52.7,526,rock,none,73.9,68.4,67,338399,6,500,Mud Slap,Heavy Slam,Meteor Beam,5,6,3,50000
Chandelure,52.5,609,ghost,fire,88.3,61.6,52,283064,6,500,Fire Spin,Energy Ball,Flame Charge,6,5,5,75000
Meowstic (Male),52.5,678,psychic,none,67.9,70.3,77,367817,9,500,Confusion,Energy Ball,Psychic,4,4,3,50000
Sableye (Mega),52.5,302,dark,ghost,65,95,62,382607,9.5,498,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Frosmoth,52.4,873,ice,bug,81.7,58.3,64,304995,7,500,Bug Bite,Bug Buzz,Hurricane,20,22,5,75000
Gastly,52.4,92,ghost,poison,98.8,42.4,60,251560,15,498,Astonish,Dark Pulse,Night Shade,5,5,3,50000
Magmar,52.4,126,fire,none,79.2,63.4,63,316314,8,500,Ember,Fire Blast,Fire Punch,9,5,5,75000
Meowscarada,52.4,908,grass,dark,81.8,56.4,66,304429,6.5,499,Charm,Energy Ball,Flower Trick,7,5,3,10000
Metang,52.2,375,steel,psychic,62.9,84.6,74,394069,11,500,Fury Cutter,Gyro Ball,Psychic,13,14,5,75000
Noctowl,52.2,164,normal,flying,61.3,68.7,97,408100,9.5,500,Extrasensory,Night Shade,Psychic,5,6,1,10000
Rattata (Shadow),52.2,19,normal,none,74.3,59,77,337437,27,500,Quick Attack,Body Slam,Dig,5,7,1,10000
Weezing,52.2,110,poison,none,68.2,80.2,67,366698,8.5,500,Acid,Dark Pulse,Shadow Ball,7,7,3,50000
Ariados,52.1,168,bug,poison,71.9,60.2,80,345972,10.5,498,Infestation,Cross Poison,Lunge,3,4,1,10000
Duraludon,52.1,884,steel,dragon,80.3,64.2,60,309292,6,498,Dragon Tail,Dragon Claw,Flash Cannon,5,6,5,75000
Ferrothorn,51.9,598,grass,steel,62.3,89.3,72,400521,8,499,Bullet Seed,Acid Spray,Flash Cannon,4,6,3,75000
Solrock,51.9,338,rock,psychic,68.7,63,83,359291,8,497,Confusion,Psychic,Rock Slide,4,4,3,50000
Sudowoodo,51.9,185,rock,none,68.3,75.5,71,366350,9,500,Counter,Earthquake,Meteor Beam,11,10,5,75000
Deoxys (Defense),51.8,386,psychic,none,57.8,127.6,57,420226,8,492,Counter,Psycho Boost,Rock Slide,6,8,20,100000
Glaceon,51.8,471,ice,none,79,70.3,57,316593,6,500,Frost Breath,Avalanche,Ice Beam,9,11,5,75000
Raichu,51.8,26,electric,none,77.1,64.3,65,322571,8.5,499,Charm,Brick Break,Skull Bash,5,10,1,10000
Revavroom,51.8,966,steel,poison,78.5,60.7,67,319310,6.5,500,Lick,Acid Spray,Gunk Shot,15,25,3,50000
Bonsly,51.6,438,rock,none,65.6,74.8,77,377854,14.5,498,Counter,Earthquake,Rock Slide,11,8,5,10000
Galvantula (Shadow),51.6,596,bug,electric,79.5,55.4,71,312679,8.5,500,Fury Cutter,Bug Buzz,Cross Poison,15,9,3,50000
Honedge,51.6,679,steel,ghost,69.2,74.6,70,361467,13.5,500,Psycho Cut,Gyro Ball,Iron Head,6,6,5,75000
Braviary,51.5,628,normal,flying,78,53.3,77,320223,6,500,Air Slash,Brave Bird,Close Combat,7,5,5,75000
Girafarig,51.5,203,normal,psychic,75.1,59.1,74,328724,9,499,Confusion,Mirror Coat,Psychic,4,4,3,50000
Goomy,51.5,704,dragon,none,63.3,75.3,83,395626,20,500,Tackle,Dragon Pulse,Muddy Water,19,12,5,75000
Simisage,51.5,512,grass,none,79.2,55.5,72,316581,8,500,Bite,Crunch,Grass Knot,23,25,3,50000
Stantler (Shadow),51.5,234,normal,none,77.1,56.6,74,322989,8.5,499,Tackle,Frustration,Megahorn,24,19,3,50000
Beedrill (Mega),51.3,15,bug,poison,96.4,49.6,54,258122,5.5,499,Bug Bite,Aerial Ace,Drill Run,15,15,1,10000
Pheromosa,51.3,795,bug,fighting,108.3,33.5,63,228974,6.5,499,Bug Bite,Bug Buzz,Close Combat,20,15,20,100000
Pidgeot (Mega),51.3,18,normal,flying,85.6,55.1,60,283316,5,495,Air Slash,Aerial Ace,Air Cutter,5,4,1,10000
Whismur,51.3,293,normal,none,69.9,40.7,126,357978,28.5,500,Astonish,Disarming Voice,Flamethrower,5,6,1,10000
Aggron,51.2,306,steel,rock,67.8,87.9,62,369222,6.5,500,Dragon Tail,Heavy Slam,Meteor Beam,5,5,1,10000
Froslass,51.2,478,ice,ghost,72,65.4,74,348144,9.5,500,Hex,Avalanche,Crunch,4,4,3,50000
Tandemaus,51.2,924,normal,none,63.8,65,94,390034,21.5,499,Bullet Seed,Crunch,Play Rough,4,5,1,10000
Monferno (Shadow),51,391,fire,fighting,75.4,55.1,80,332360,12,500,Ember,Flamethrower,Flame Wheel,7,5,3,10000
Glalie (Mega),50.9,362,ice,none,82.2,56.8,65,303650,6,500,Frost Breath,Avalanche,Gyro Ball,9,10,3,50000
Swirlix,50.7,684,fairy,none,61.3,72.7,91,405734,16.5,500,Tackle,Draining Kiss,Energy Ball,19,19,3,50000
Helioptile,50.6,694,electric,normal,72,56.2,85,344117,20.5,498,Quick Attack,Bulldoze,Parabolic Charge,6,6,3,50000
Masquerain,50.6,284,bug,flying,75.8,61.9,70,328505,8,499,Air Slash,Air Cutter,Bubble Beam,4,5,1,10000
Meowth (Galarian),50.6,52,steel,none,68.9,60.3,87,361888,18.5,500,Metal Claw,Dig,Gyro Ball,8,8,3,50000
Lunatone,50.4,337,rock,psychic,68.7,63,83,359291,8,497,Confusion,Moonblast,Psychic,5,4,3,50000
Voltorb,50.4,100,electric,none,65.8,73.4,78,376535,19,499,Spark,Discharge,Gyro Ball,6,8,3,50000
Baxcalibur,50.3,998,dragon,ice,79,54.2,74,316541,5.5,500,Dragon Breath,Avalanche,Blizzard,12,19,5,75000
Blacephalon,50.3,806,fire,ghost,102.4,50.4,47,242681,6,499,Astonish,Mystical Fire,Overheat,5,6,20,100000
Exploud,50.3,295,normal,none,68.7,57,92,360322,8,499,Astonish,Boomburst,Crunch,7,5,1,10000
Sableye,50.3,302,dark,ghost,69.8,70.8,72,356077,13,499,Feint Attack,Dazzling Gleam,Drain Punch,10,7,5,75000
Articuno (Galarian),50.1,144,psychic,flying,77.7,61.8,66,317201,5.5,498,Confusion,Ancient Power,Brave Bird,4,4,20,100000
Magnemite (Shadow),50.1,81,electric,steel,84.4,66.3,53,296515,13.5,500,Metal Sound,Discharge,Frustration,5,9,3,50000
Aipom (Shadow),50,190,normal,none,70.5,63.5,79,353463,14,500,Astonish,Aerial Ace,Frustration,5,7,3,50000
Decidueye (Hisuian),50,724,grass,fighting,73.1,63.4,73,338442,6.5,499,Magical Leaf,Aerial Ace,Aura Sphere,5,4,3,10000
Flabebe,50,669,fairy,none,64,75.9,80,389102,18,500,Tackle,Dazzling Gleam,Petal Blizzard,19,22,3,50000
Greninja,50,658,water,dark,80.3,58.3,66,309149,7,500,Bubble,Aerial Ace,Hydro Cannon,5,4,3,10000
Makuhita,50,296,fighting,none,67.3,44.7,123,370148,23.5,499,Rock Smash,Cross Chop,Heavy Slam,5,8,3,50000
Pignite,50,499,fire,fighting,74.8,49.8,90,335113,9.5,500,Ember,Flamethrower,Flame Charge,7,6,3,10000
Pikachu (Flying),50,25,electric,none,70.2,67.1,75,353264,20.5,499,Quick Attack,Discharge,Fly,5,6,1,10000
Staravia (Shadow),50,397,normal,flying,74.3,55.4,81,333573,14.5,498,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Thundurus (Incarnate),50,642,electric,flying,86.7,53.9,61,285266,6,499,Astonish,Brick Break,Crunch,4,5,20,100000
Anorith,49.8,347,rock,bug,84.7,52.8,66,294906,12,500,Scratch,Ancient Power,Aqua Jet,23,20,3,50000
Klink,49.8,599,steel,none,61.7,81.7,80,402978,20.5,499,Charge Beam,Discharge,Vise Grip,4,4,5,75000
Sandslash (Alolan),49.8,28,ice,steel,67.9,77.3,70,367495,8,500,Metal Claw,Aerial Ace,Blizzard,7,11,3,50000
Starly (Shadow),49.8,396,normal,flying,73.6,49.7,93,340252,27.5,500,Quick Attack,Aerial Ace,Brave Bird,6,7,1,10000
Tauros,49.8,128,normal,none,72.6,69.1,68,341521,7,499,Tackle,Earthquake,Horn Attack,22,12,3,50000
Karrablast,49.6,588,bug,none,75.3,54.5,80,328525,16,499,Fury Cutter,Aerial Ace,Drill Run,12,12,3,50000
Rotom (Fan),49.6,479,electric,flying,75.4,84.5,52,331083,7.5,500,Air Slash,Ominous Wind,Thunder,5,7,5,75000
Stunfisk (Galarian),49.5,618,ground,steel,59.1,71.5,100,422955,9,500,Metal Claw,Earthquake,Flash Cannon,10,10,5,75000
Charizard (Mega Y),49.3,6,fire,flying,88.4,60.5,53,283062,4.5,500,Air Slash,Air Cutter,Blast Burn,4,6,3,10000
Floragato,49.3,907,grass,none,72.2,63.4,75,343244,11,500,Charm,Energy Ball,Grass Knot,7,7,3,10000
Tyrantrum,49.3,697,rock,dragon,75.5,66.1,66,329402,6,499,Charm,Crunch,Earthquake,6,9,5,75000
Cubchoo,49.2,613,ice,none,74.8,50.4,88,332075,18,499,Charm,Ice Punch,Icy Wind,5,6,3,50000
Dusclops,49.2,356,ghost,none,59.2,114.8,62,421538,12,499,Feint Attack,Fire Punch,Ice Punch,7,7,3,50000
Metang (Shadow),49.2,375,steel,psychic,62.9,84.6,74,394069,11,500,Fury Cutter,Frustration,Gyro Ball,18,13,5,75000
Victini,49.2,494,psychic,fire,67.6,68.9,73,340019,5.5,480,Confusion,Focus Blast,Overheat,6,4,20,100000
Dartrix,49,723,grass,flying,64.7,66.9,89,385246,11,499,Leafage,Brave Bird,Energy Ball,7,7,3,10000
Hitmonlee,49,106,fighting,none,83,67.4,54,302174,7.5,500,Double Kick,Blaze Kick,Brick Break,4,4,5,75000
Gothitelle (Shadow),48.9,576,psychic,none,67.5,81.8,67,370179,8,500,Charm,Frustration,Future Sight,9,9,3,50000
Lopunny (Mega),48.9,428,normal,fighting,85.6,66.5,51,290250,5,500,Double Kick,Fire Punch,Focus Blast,4,7,3,50000
Ursaring,48.7,217,normal,none,80.5,52,74,309754,6.5,499,Counter,Close Combat,Hyper Beam,8,14,3,50000
Nuzleaf (Shadow),48.6,274,grass,dark,72.6,48.4,98,344167,15.5,500,Feint Attack,Foul Play,Frustration,7,12,3,50000
Delphox,48.3,655,fire,psychic,78.3,65.5,62,318170,6,500,Fire Spin,Blast Burn,Fire Blast,5,8,3,10000
Piloswine,48.3,221,ice,ground,69.8,57,90,358267,8,500,Ice Shard,Avalanche,Bulldoze,5,5,3,50000
Bruxish,48.1,779,water,psychic,79.5,57.4,69,315126,8,500,Bite,Aqua Tail,Crunch,18,23,3,50000
Doublade,48.1,680,steel,ghost,72.1,80.1,60,346666,7.5,500,Psycho Cut,Gyro Ball,Iron Head,6,6,5,75000
Mareep,48.1,179,electric,none,69.6,55.4,93,358948,19.5,500,Tackle,Body Slam,Discharge,12,14,5,75000
Mr. Rime,48.1,866,ice,psychic,75.4,64.6,68,331371,7,500,Confusion,Ice Punch,Icy Wind,3,4,5,75000
Combusken,48,256,fire,fighting,75.7,56.6,77,329935,11.5,499,Ember,Flamethrower,Flame Charge,7,6,3,10000
Nuzleaf,48,274,grass,dark,72.6,48.4,98,344167,15.5,500,Feint Attack,Foul Play,Grass Knot,7,9,3,50000
Sandslash (Alolan) (Shadow),48,28,ice,steel,67.9,77.3,70,367495,8,500,Metal Claw,Aerial Ace,Blizzard,7,11,3,50000
Tsareena,48,763,grass,none,75.8,69.1,63,330034,6.5,500,Charm,Draining Kiss,Energy Ball,7,7,3,10000
Beartic,47.8,614,ice,none,79.6,53.3,74,314079,6,500,Charm,Ice Punch,Liquidation,5,6,3,50000
Floette,47.8,670,fairy,none,66.1,77,74,376747,12.5,499,Tackle,Dazzling Gleam,Petal Blizzard,19,22,3,50000
Meganium (Shadow),47.8,154,grass,none,64.5,79.9,75,386881,8,499,Magical Leaf,Earthquake,Frenzy Plant,7,5,3,10000
Mesprit,47.8,481,psychic,none,72.2,72.2,65,339254,6,495,Confusion,Blizzard,Future Sight,6,5,20,100000
Ambipom (Shadow),47.5,424,normal,none,78.4,55.5,73,317935,8,499,Astonish,Aerial Ace,Frustration,5,7,3,50000
Bayleef,47.5,153,grass,none,61.2,81.9,81,405755,13,499,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Electrike,47.5,309,electric,none,74.7,55.6,80,331905,20,498,Quick Attack,Discharge,Swift,5,5,3,50000
Lilligant,47.5,549,grass,none,79,61.6,65,316471,7.5,500,Charm,Hyper Beam,Petal Blizzard,10,9,1,10000
Murkrow (Shadow),47.5,198,dark,flying,82.8,47.2,77,301112,12,500,Feint Attack,Dark Pulse,Drill Peck,9,7,3,50000
Swellow (Shadow),47.5,277,normal,flying,79.4,57.2,69,312978,9.5,498,Steel Wing,Aerial Ace,Brave Bird,9,11,1,10000
Vanillite,47.5,582,ice,none,71,69.9,71,352421,19,500,Astonish,Ice Beam,Icy Wind,6,5,3,50000
Bayleef (Shadow),47.4,153,grass,none,61.2,81.9,81,405755,13,499,Magical Leaf,Ancient Power,Energy Ball,5,6,3,10000
Wugtrio,47.4,961,water,none,88.3,60.4,53,282756,10,500,Mud Slap,Dig,Liquidation,5,5,3,50000
Hatenna,47.2,856,psychic,none,65.3,67.3,87,382432,23,500,Charm,Dazzling Gleam,Psychic,7,7,5,50000
Mothim,47.2,414,bug,flying,81.8,46.8,80,306058,10.5,500,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Sandshrew (Alolan),47.2,27,ice,steel,66.7,73,77,374923,15,500,Metal Claw,Blizzard,Gyro Ball,11,8,3,50000
Toedscruel,47.2,949,ground,grass,63.8,82.9,74,391454,8,500,Mud Shot,Acid Spray,Earth Power,6,7,3,50000
Hoopa,47.1,720,psychic,ghost,83.6,61.2,57,291523,5.5,495,Astonish,Psybeam,Psychic,6,6,20,100000
Kricketune,47.1,402,bug,none,74.3,50.7,89,335555,11.5,500,Fury Cutter,Aerial Ace,Bug Buzz,12,15,1,10000
Meganium,47.1,154,grass,none,64.5,79.9,75,386881,8,499,Magical Leaf,Earthquake,Frenzy Plant,7,5,3,10000
Piloswine (Shadow),47.1,221,ice,ground,69.8,57,90,358267,8,500,Ice Shard,Avalanche,Bulldoze,5,5,3,50000
Scyther,47.1,123,bug,flying,77.5,64.6,64,320542,7,500,Air Slash,Aerial Ace,Bug Buzz,5,7,5,75000
